store,sale.date,tran.number,sku,category,qty,unit.cost,ext.cost,unit.original.retail,sale.amount,price.category,gross.margin,loyalty.member,customer.id,quarter,GM$,GM%,is_q1,price_category_Full Price,price_category_Markdown,Category_Childrens,Category_Footwear,Category_Gifts & Lifestyle,Category_Men's Apparel,Category_Women's Apparel
11,2023-03-19,23778,2932509,Accessories,1,10.92,10.92,50.0,43.2,Markdown,0.7472222222222222,1,C41218,1,32.28,74.72222222222223,1,False,True,False,False,False,False,False
11,2023-03-19,23781,2933025,Men's Apparel,1,15.35,15.35,77.0,59.68,Full Price,0.7427949061662198,0,NA,1,44.33,74.27949061662198,1,True,False,False,False,False,True,False
11,2023-04-15,23860,2930038,Accessories,1,10.79,10.79,50.0,33.92,Markdown,0.6818985849056605,0,NA,2,23.130000000000003,68.18985849056605,0,False,True,False,False,False,False,False
11,2023-04-15,23860,2936555,Accessories,1,11.33,11.33,48.0,37.0,Full Price,0.6937837837837838,0,NA,2,25.67,69.37837837837839,0,True,False,False,False,False,False,False
11,2023-04-16,23870,2930052,Accessories,1,10.59,10.59,50.0,34.26,Markdown,0.690893169877408,1,C40413,2,23.669999999999998,69.0893169877408,0,False,True,False,False,False,False,False
11,2023-04-23,23878,2936616,Accessories,1,11.33,11.33,48.0,48.0,Full Price,0.7639583333333334,1,C41383,2,36.67,76.39583333333334,0,True,False,False,False,False,False,False
11,2023-04-23,23881,2936483,Footwear,1,33.39,33.39,144.0,120.0,Full Price,0.72175,1,C41757,2,86.61,72.175,0,True,False,False,True,False,False,False
11,2023-04-23,23891,2923138,Footwear,1,37.59,37.59,144.0,56.19,Clearance,0.3310197544046983,0,NA,2,18.599999999999994,33.10197544046983,0,False,False,False,True,False,False,False
11,2023-04-23,23891,2929479,Women's Apparel,1,24.39,24.39,108.0,92.11,Full Price,0.7352079035935295,0,NA,2,67.72,73.52079035935294,0,True,False,False,False,False,False,True
11,2023-04-23,23891,2929792,Men's Apparel,1,20.95,20.95,94.5,83.7,Full Price,0.7497013142174432,0,NA,2,62.75,74.97013142174433,0,True,False,False,False,False,True,False
11,2023-04-23,23891,2929885,Men's Apparel,1,19.3,19.3,84.0,32.78,Clearance,0.41122635753508235,0,NA,2,13.48,41.122635753508234,0,False,False,False,False,False,True,False
11,2023-04-23,23891,2930635,Childrens,1,10.86,10.86,40.5,36.33,Full Price,0.7010734929810074,0,NA,2,25.47,70.10734929810074,0,True,False,True,False,False,False,False
11,2023-04-23,23891,2936503,Footwear,1,33.54,33.54,144.0,126.0,Full Price,0.7338095238095239,0,NA,2,92.46000000000001,73.3809523809524,0,True,False,False,True,False,False,False
11,2023-04-23,23891,2936574,Women's Apparel,1,22.79,22.79,99.0,82.51,Full Price,0.7237910556296206,0,NA,2,59.720000000000006,72.37910556296207,0,True,False,False,False,False,False,True
11,2023-04-29,23925,2932459,Footwear,1,31.02,31.02,132.0,90.0,Full Price,0.6553333333333333,1,C42337,2,58.980000000000004,65.53333333333333,0,True,False,False,True,False,False,False
11,2023-04-29,23927,2920769,Footwear,1,23.64,23.64,114.0,22.44,Clearance,-0.05347593582887697,0,NA,2,-1.1999999999999993,-5.347593582887697,0,False,False,False,True,False,False,False
11,2023-04-29,23927,2939759,Footwear,1,35.46,35.46,144.0,56.19,Clearance,0.3689268553123331,0,NA,2,20.729999999999997,36.89268553123331,0,False,False,False,True,False,False,False
11,2023-04-29,23930,2939391,Footwear,1,30.45,30.45,132.0,90.0,Full Price,0.6616666666666666,1,C41315,2,59.55,66.16666666666666,0,True,False,False,True,False,False,False
11,2023-05-04,23966,2943527,Childrens,1,9.05,9.05,43.5,43.5,Full Price,0.7919540229885058,0,NA,2,34.45,79.19540229885058,0,True,False,True,False,False,False,False
11,2023-05-05,23974,2930105,Accessories,1,10.32,10.32,48.0,39.57,Full Price,0.7391963608794542,0,NA,2,29.25,73.91963608794542,0,True,False,False,False,False,False,False
11,2023-05-07,24002,2934332,Men's Apparel,1,25.69,25.69,101.5,90.53,Full Price,0.7162266651938585,1,C40100,2,64.84,71.62266651938585,0,True,False,False,False,False,True,False
11,2023-05-07,24010,2934346,Accessories,1,10.74,10.74,48.0,36.52,Full Price,0.7059145673603504,0,NA,2,25.78,70.59145673603504,0,True,False,False,False,False,False,False
11,2023-05-07,24014,2939197,Accessories,1,11.33,11.33,50.0,48.0,Markdown,0.7639583333333334,1,C41241,2,36.67,76.39583333333334,0,False,True,False,False,False,False,False
11,2023-05-07,24021,2936277,Footwear,1,30.45,30.45,132.0,111.39,Full Price,0.7266361432803663,0,NA,2,80.94,72.66361432803663,0,True,False,False,True,False,False,False
11,2023-05-13,24051,2943552,Women's Apparel,1,23.31,23.31,112.5,85.66,Markdown,0.7278776558487041,0,NA,2,62.349999999999994,72.78776558487041,0,False,True,False,False,False,False,True
11,2023-05-13,24051,2946275,Childrens,1,9.09,9.09,45.0,35.05,Markdown,0.7406562054208273,0,NA,2,25.959999999999997,74.06562054208273,0,False,True,True,False,False,False,False
11,2023-05-18,24073,2948106,Footwear,1,39.0,39.0,144.0,144.0,Full Price,0.7291666666666666,1,C41506,2,105.0,72.91666666666666,0,True,False,False,True,False,False,False
11,2023-05-18,24074,2918559,Women's Apparel,1,26.48,26.48,108.0,22.48,Clearance,-0.17793594306049823,0,NA,2,-4.0,-17.793594306049823,0,False,False,False,False,False,False,True
11,2023-05-18,24076,2901984,Women's Apparel,1,26.03,26.03,121.5,10.1,Clearance,-1.5772277227722775,0,NA,2,-15.930000000000001,-157.72277227722776,0,False,False,False,False,False,False,True
11,2023-05-18,24076,2926653,Accessories,1,10.05,10.05,44.0,11.24,Clearance,0.10587188612099639,0,NA,2,1.1899999999999995,10.58718861209964,0,False,False,False,False,False,False,False
11,2023-05-26,24123,2927228,Men's Apparel,1,20.25,20.25,94.5,26.23,Clearance,0.22798322531452536,0,NA,2,5.98,22.798322531452538,0,False,False,False,False,False,True,False
11,2023-05-27,24147,2948106,Footwear,1,39.0,39.0,144.0,144.0,Full Price,0.7291666666666666,0,NA,2,105.0,72.91666666666666,0,True,False,False,True,False,False,False
11,2023-05-28,24163,2927266,Footwear,1,34.51,34.51,144.0,122.4,Full Price,0.7180555555555557,0,NA,2,87.89000000000001,71.80555555555557,0,True,False,False,True,False,False,False
11,2023-05-28,24164,2934344,Accessories,1,10.74,10.74,48.0,48.0,Full Price,0.77625,0,NA,2,37.26,77.625,0,True,False,False,False,False,False,False
11,2023-06-02,24175,2938863,Women's Apparel,1,26.35,26.35,108.0,98.48,Full Price,0.7324329813160032,1,C41437,2,72.13,73.24329813160033,0,True,False,False,False,False,False,True
11,2023-06-02,24176,2938860,Women's Apparel,1,26.35,26.35,108.0,54.0,Full Price,0.512037037037037,1,C40166,2,27.65,51.203703703703695,0,True,False,False,False,False,False,True
11,2023-06-03,24190,2936507,Women's Apparel,1,24.93,24.93,108.0,108.0,Full Price,0.7691666666666666,1,C40512,2,83.07,76.91666666666666,0,True,False,False,False,False,False,True
11,2023-06-04,24205,2934342,Accessories,1,10.74,10.74,48.0,48.0,Full Price,0.77625,0,NA,2,37.26,77.625,0,True,False,False,False,False,False,False
11,2023-06-04,24210,2938862,Women's Apparel,1,26.35,26.35,108.0,97.2,Full Price,0.7289094650205761,1,C40145,2,70.85,72.8909465020576,0,True,False,False,False,False,False,True
11,2023-06-04,24213,2934329,Men's Apparel,1,25.69,25.69,101.5,89.44,Full Price,0.7127683363148479,1,C41706,2,63.75,71.27683363148479,0,True,False,False,False,False,True,False
11,2023-06-04,24214,2934338,Accessories,1,11.33,11.33,50.0,24.0,Markdown,0.5279166666666667,1,C41330,2,12.67,52.79166666666667,0,False,True,False,False,False,False,False
11,2023-06-04,24215,2932411,Childrens,1,9.57,9.57,43.5,43.5,Full Price,0.78,1,C40254,2,33.93,78.0,0,True,False,True,False,False,False,False
11,2023-06-04,24216,2938861,Women's Apparel,1,26.35,26.35,108.0,108.0,Full Price,0.7560185185185185,1,C40408,2,81.65,75.60185185185185,0,True,False,False,False,False,False,True
11,2023-06-04,24218,2927266,Footwear,1,34.51,34.51,144.0,134.25,Full Price,0.7429422718808194,0,NA,2,99.74000000000001,74.29422718808195,0,True,False,False,True,False,False,False
11,2023-06-04,24218,2936139,Footwear,1,28.08,28.08,132.0,119.61,Full Price,0.7652370203160271,0,NA,2,91.53,76.52370203160271,0,True,False,False,True,False,False,False
11,2023-06-08,24239,2875763,Accessories,1,10.75,10.75,48.0,33.6,Full Price,0.6800595238095238,1,C41243,2,22.85,68.00595238095238,0,True,False,False,False,False,False,False
11,2023-06-10,24254,2929760,Women's Apparel,1,23.2,23.2,108.0,35.42,Clearance,0.34500282326369286,0,NA,2,12.220000000000002,34.50028232636929,0,False,False,False,False,False,False,True
11,2023-06-10,24254,2929793,Men's Apparel,1,20.95,20.95,94.5,38.55,Clearance,0.4565499351491569,0,NA,2,17.599999999999998,45.654993514915695,0,False,False,False,False,False,True,False
11,2023-06-17,24294,2938709,Men's Apparel,1,15.52,15.52,77.0,59.39,Full Price,0.7386765448728743,1,C40174,2,43.870000000000005,73.86765448728742,0,True,False,False,False,False,True,False
11,2023-06-17,24295,2956801,Footwear,1,25.56,25.56,132.0,118.8,Full Price,0.7848484848484848,0,NA,2,93.24,78.48484848484848,0,True,False,False,True,False,False,False
11,2023-06-29,24326,2943705,Men's Apparel,1,24.99,24.99,94.5,20.98,Clearance,-0.1911344137273593,1,C41227,2,-4.009999999999998,-19.113441372735927,0,False,False,False,False,False,True,False
11,2023-06-30,24344,2939028,Accessories,1,11.57,11.57,48.0,36.0,Full Price,0.678611111111111,1,C40114,2,24.43,67.8611111111111,0,True,False,False,False,False,False,False
11,2023-07-07,24368,2942059,Women's Apparel,1,24.16,24.16,108.0,97.2,Full Price,0.751440329218107,0,NA,3,73.04,75.1440329218107,0,True,False,False,False,False,False,True
11,2023-07-09,24377,2943764,Men's Apparel,1,19.13,19.13,94.5,82.79,Full Price,0.7689334460683658,0,NA,3,63.66000000000001,76.89334460683658,0,True,False,False,False,False,True,False
11,2023-07-09,24382,2956869,Women's Apparel,1,17.78,17.78,99.0,99.0,Full Price,0.8204040404040404,1,C41803,3,81.22,82.04040404040404,0,True,False,False,False,False,False,True
11,2023-07-09,24383,2943764,Men's Apparel,1,19.13,19.13,94.5,81.78,Full Price,0.7660797260943997,0,NA,3,62.650000000000006,76.60797260943997,0,True,False,False,False,False,True,False
11,2023-07-09,24383,2951933,Footwear,1,30.3,30.3,132.0,114.21,Full Price,0.7346992382453376,0,NA,3,83.91,73.46992382453375,0,True,False,False,True,False,False,False
11,2023-07-09,24390,2942050,Women's Apparel,1,25.27,25.27,108.0,108.0,Full Price,0.7660185185185185,0,NA,3,82.73,76.60185185185185,0,True,False,False,False,False,False,True
11,2023-07-09,24390,2944700,Childrens,1,9.06,9.06,43.5,38.33,Full Price,0.7636316201408817,0,NA,3,29.269999999999996,76.36316201408818,0,True,False,True,False,False,False,False
11,2023-07-13,24406,2942957,Women's Apparel,1,25.36,25.36,108.0,82.62,Full Price,0.6930525296538369,1,C41597,3,57.260000000000005,69.30525296538369,0,True,False,False,False,False,False,True
11,2023-07-14,24420,2951935,Footwear,1,30.3,30.3,132.0,101.76,Full Price,0.7022405660377359,1,C40014,3,71.46000000000001,70.22405660377359,0,True,False,False,True,False,False,False
11,2023-07-16,24431,2946913,Men's Apparel,1,17.5,17.5,94.5,61.21,Clearance,0.714099003430812,0,NA,3,43.71,71.4099003430812,0,False,False,False,False,False,True,False
11,2023-07-16,24434,2930526,Footwear,1,32.07,32.07,144.0,122.4,Full Price,0.7379901960784314,1,C42143,3,90.33000000000001,73.79901960784314,0,True,False,False,True,False,False,False
11,2023-07-21,24450,2942813,Childrens,1,8.31,8.31,36.0,27.0,Full Price,0.6922222222222222,0,NA,3,18.689999999999998,69.22222222222221,0,True,False,True,False,False,False,False
11,2023-07-21,24450,2959259,Women's Apparel,1,26.14,26.14,108.0,81.0,Full Price,0.677283950617284,0,NA,3,54.86,67.72839506172839,0,True,False,False,False,False,False,True
11,2023-07-21,24452,2942813,Childrens,1,8.31,8.31,36.0,29.16,Full Price,0.7150205761316872,0,NA,3,20.85,71.50205761316872,0,True,False,True,False,False,False,False
11,2023-07-30,24525,2936508,Women's Apparel,1,24.93,24.93,108.0,33.73,Clearance,0.2608953453898606,0,NA,3,8.799999999999997,26.089534538986058,0,False,False,False,False,False,False,True
11,2023-07-30,24525,2954692,Childrens,1,9.05,9.05,40.5,11.24,Clearance,0.1948398576512455,0,NA,3,2.1899999999999995,19.48398576512455,0,False,False,True,False,False,False,False
11,2023-08-04,24543,2930554,Footwear,1,32.07,32.07,144.0,102.6,Full Price,0.6874269005847954,0,NA,3,70.53,68.74269005847954,0,True,False,False,True,False,False,False
11,2023-08-04,24543,2949798,Men's Apparel,1,15.35,15.35,77.0,59.85,Full Price,0.7435254803675856,0,NA,3,44.5,74.35254803675856,0,True,False,False,False,False,True,False
11,2023-08-04,24543,2951998,Footwear,1,35.34,35.34,144.0,102.6,Full Price,0.6555555555555556,0,NA,3,67.25999999999999,65.55555555555556,0,True,False,False,True,False,False,False
11,2023-08-04,24543,2963373,Footwear,1,35.46,35.46,162.0,102.6,Full Price,0.6543859649122806,0,NA,3,67.13999999999999,65.43859649122807,0,True,False,False,True,False,False,False
11,2023-08-04,24545,2952602,Men's Apparel,1,23.38,23.38,101.5,66.5,Full Price,0.648421052631579,0,NA,3,43.120000000000005,64.8421052631579,0,True,False,False,False,False,True,False
11,2023-08-04,24546,2952602,Men's Apparel,1,23.38,23.38,101.5,59.85,Full Price,0.6093567251461988,1,C40669,3,36.47,60.935672514619874,0,True,False,False,False,False,True,False
11,2023-08-05,24554,2939026,Accessories,1,11.29,11.29,48.0,23.98,Clearance,0.5291909924937448,0,NA,3,12.690000000000001,52.91909924937448,0,False,False,False,False,False,False,False
11,2023-08-06,24566,2942310,Accessories,1,11.23,11.23,48.0,12.49,Clearance,0.1008807045636509,1,C40614,3,1.2599999999999998,10.08807045636509,0,False,False,False,False,False,False,False
11,2023-08-06,24569,2963939,Men's Apparel,1,16.71,16.71,80.5,59.85,Markdown,0.7208020050125313,0,NA,3,43.14,72.08020050125313,0,False,True,False,False,False,True,False
11,2023-08-07,24578,2942956,Women's Apparel,1,25.36,25.36,108.0,85.5,Full Price,0.7033918128654971,0,NA,3,60.14,70.33918128654972,0,True,False,False,False,False,False,True
11,2023-08-07,24578,2951606,Women's Apparel,1,27.79,27.79,108.0,85.5,Full Price,0.6749707602339181,0,NA,3,57.71,67.49707602339181,0,True,False,False,False,False,False,True
11,2023-08-07,24584,2948853,Childrens,1,7.43,7.43,33.0,28.5,Full Price,0.7392982456140351,1,C41362,3,21.07,73.9298245614035,0,True,False,True,False,False,False,False
11,2023-08-27,24656,2951563,Childrens,1,8.57,8.57,36.0,24.65,Full Price,0.6523326572008113,0,NA,3,16.08,65.23326572008114,0,True,False,True,False,False,False,False
11,2023-08-27,24656,2963703,Women's Apparel,1,23.15,23.15,99.0,67.79,Full Price,0.6585042041599056,0,NA,3,44.64000000000001,65.85042041599056,0,True,False,False,False,False,False,True
11,2023-08-27,24659,2949798,Men's Apparel,1,15.35,15.35,77.0,34.98,Clearance,0.561177815894797,0,NA,3,19.629999999999995,56.1177815894797,0,False,False,False,False,False,True,False
11,2023-09-02,24696,2958970,Footwear,1,34.35,34.35,144.0,120.54,Full Price,0.7150323544051767,0,NA,3,86.19,71.50323544051767,0,True,False,False,True,False,False,False
11,2023-09-03,24719,2948879,Women's Apparel,1,26.32,26.32,108.0,108.0,Full Price,0.7562962962962964,0,NA,3,81.68,75.62962962962963,0,True,False,False,False,False,False,True
11,2023-09-03,24720,2963406,Footwear,1,30.3,30.3,132.0,100.44,Full Price,0.6983273596176822,0,NA,3,70.14,69.83273596176822,0,True,False,False,True,False,False,False
11,2023-09-03,24726,2949477,Footwear,1,34.8,34.8,144.0,115.59,Full Price,0.6989358941084869,0,NA,3,80.79,69.89358941084869,0,True,False,False,True,False,False,False
11,2023-09-03,24729,2958517,Women's Apparel,1,23.26,23.26,108.0,108.0,Full Price,0.7846296296296296,1,C41833,3,84.74,78.46296296296296,0,True,False,False,False,False,False,True
11,2023-09-03,24731,2951565,Childrens,1,8.57,8.57,36.0,26.01,Full Price,0.6705113417916186,0,NA,3,17.44,67.05113417916186,0,True,False,True,False,False,False,False
11,2023-09-08,24750,2954682,Women's Apparel,1,30.26,30.26,121.5,47.23,Clearance,0.35930552614863426,0,NA,3,16.969999999999995,35.93055261486342,0,False,False,False,False,False,False,True
